Day,Culture,Temperature,Disk,Treatment,Date,JuvID,F,Fm,Fo,FvFm,FvFmInitial,FvFmPercentageChange,CellPerJuv,Area_mm2,Area_mm2_Difference,Area_mm2_PercentageChange,Polyps,Polyps_Difference,Polyps_PercentageChange,Dead,RespirationPerMM2 ,CellsPerMM2,CellDensityPerMM2PercentChange,CellDensityPerMM2PercentChangePerTimePointAndCulture
30,SS01,27,01,SS01@27,14.11.19,3,0.0049,0.0064,0.0049,0,0.267,-100,,,,,,,,came off,,,,
30,SS08,27,06,SS08@27,14.11.19,3,0.0074,0.0064,0.0074,0,0.101,-100,,,,,,,,came off,,,,
30,SS01,27,01,SS01@27,14.11.19,4,0.0044,0.0069,0.0044,0,0.237,-100,,,,,,,,came off,,,,
30,SS08,27,06,SS08@27,14.11.19,4,0.0044,0.0054,0.0044,0,0.042,-100,,,,,,,,no,,,,
30,SS01,27,01,SS01@27,14.11.19,5,0.0049,0.0044,0.0049,0,0.102,-100,,,,,,,,came off,,,,
30,SS08,27,06,SS08@27,14.11.19,5,0.25,0.2627,0.25,0.049,0,,,,,,,,,no,,,,
30,SS01,27,01,SS01@27,14.11.19,6,0.0049,0.0034,0.0049,0,0.129,-100,,,,,,,,came off,,,,
30,SS08,27,06,SS08@27,14.11.19,6,0.225,0.2333,0.225,0.036,0,,,,,,,,,no,,,,
30,SS01,27,01,SS01@27,14.11.19,7,0.2623,0.2995,0.2623,0.124,0.155,-20,,,,,,,,no,,,,
30,SS08,27,06,SS08@27,14.11.19,7,0.2775,0.3074,0.2775,0.097,0.048,102.0833333,,,,,,,,no,,,,
30,SS01,27,01,SS01@27,14.11.19,8,0.0049,0.0049,0.0049,0,0.194,-100,,,,,,,,came off,,,,
30,SS08,27,06,SS08@27,14.11.19,8,0.1848,0.225,0.1848,0.179,0.129,38.75968992,,,,,,,,no,,,,
30,SS01,27,01,SS01@27,14.11.19,9,0.2127,0.2618,0.2127,0.187,0.248,-24.59677419,,,,,,,,no,,,,
30,SS08,27,06,SS08@27,14.11.19,9,0.2681,0.3029,0.2681,0.115,0.079,45.56962025,,,,,,,,no,,,,
30,SS01,27,01,SS01@27,14.11.19,10,0.2123,0.2554,0.2123,0.169,0.189,-10.58201058,,,,,,,,no,,,,
30,SS08,27,06,SS08@27,14.11.19,10,0.2578,0.2912,0.2578,0.114,0.092,23.91304348,,,,,,,,no,,,,
30,SS01,27,01,SS01@27,14.11.19,11,0.1926,0.2417,0.1926,0.203,0.27,-24.81481481,,,,,,,,no,,,,
30,SS08,27,06,SS08@27,14.11.19,11,0.2074,0.2436,0.2074,0.149,0.025,496,,,,,,,,no,,,,
30,SS01,27,01,SS01@27,14.11.19,12,0.0069,0.0059,0.0069,0,0.201,-100,,,,,,,,no,,,,
30,SS08,27,06,SS08@27,14.11.19,12,0.2446,0.2672,0.2446,0.084,0.06,40,,,,,,,,no,,,,
30,SS01,27,01,SS01@27,14.11.19,13,0.0054,0.0044,0.0054,0,0.19,-100,,,,,,,,no,,,,
30,SS08,27,06,SS08@27,14.11.19,13,0.2113,0.2578,0.2113,0.181,0.163,11.04294479,,,,,,,,no,,,,
30,SS01,27,01,SS01@27,14.11.19,14,0.251,0.2858,0.251,0.122,0.176,-30.68181818,,,,,,,,no,,,,
30,SS08,27,06,SS08@27,14.11.19,14,0.2426,0.2711,0.2426,0.105,0.078,34.61538462,,,,,,,,no,,,,
30,SS01,27,01,SS01@27,14.11.19,15,0.2324,0.2833,0.2324,0.18,0.21,-14.28571429,,,,,,,,no,,,,
30,SS08,27,06,SS08@27,14.11.19,15,0.0034,0.0039,0.0034,0,0.131,-100,,,,,,,,came off,,,,
30,SS01,27,01,SS01@27,14.11.19,16,0.223,0.2799,0.223,0.203,0.226,-10.17699115,,,,,,,,no,,,,
30,SS08,27,06,SS08@27,14.11.19,16,0.2304,0.2549,0.2304,0.096,0.055,74.54545455,,,,,,,,no,,,,
30,SS01,27,01,SS01@27,14.11.19,17,0.2338,0.2711,0.2338,0.137,0.291,-52.9209622,,,,,,,,no,,,,
30,SS08,27,06,SS08@27,14.11.19,17,0.2426,0.2642,0.2426,0.082,0.032,156.25,,,,,,,,no,,,,
30,SS01,27,01,SS01@27,14.11.19,18,0.2417,0.2897,0.2417,0.166,0.205,-19.02439024,,,,,,,,no,,,,
30,SS08,27,06,SS08@27,14.11.19,18,0.2529,0.277,0.2529,0.087,0.016,443.75,,,,,,,,came off,,,,
30,SS01,27,01,SS01@27,14.11.19,19,0.0059,0.0074,0.0059,0,0.226,-100,,,,,,,,came off,,,,
30,SS08,27,06,SS08@27,14.11.19,19,0.0054,0.0054,0.0054,0,0.049,-100,,,,,,,,no,,,,
30,SS01,27,01,SS01@27,14.11.19,20,0.0059,0.0069,0.0059,0,0.176,-100,,,,,,,,no,,,,
30,SS08,27,06,SS08@27,14.11.19,20,0.2255,0.2652,0.2255,0.15,0.072,108.3333333,,,,,,,,no,,,,
30,SS01,27,01,SS01@27,14.11.19,21,0.0049,0.0069,0.0049,0,0.464,-100,,,,,,,,came off,,,,
30,SS08,27,06,SS08@27,14.11.19,21,0.199,0.2186,0.199,0.09,0.059,52.54237288,,,,,,,,no,,,,
30,SS01,27,01,SS01@27,14.11.19,22,0.2667,0.3132,0.2667,0.149,0.225,-33.77777778,,,,,,,,no,,,,
30,SS08,27,06,SS08@27,14.11.19,22,0.0049,0.0069,0.0049,0,0.115,-100,,,,,,,,came off,,,,
30,SS01,27,01,SS01@27,14.11.19,23,0.2417,0.2819,0.2417,0.143,0.225,-36.44444444,,,,,,,,no,,,,
30,SS08,27,06,SS08@27,14.11.19,23,0.2583,0.2897,0.2583,0.108,0.099,9.090909091,,,,,,,,no,,,,
30,SS01,27,01,SS01@27,14.11.19,24,0.0064,0.0064,0.0064,0,0.308,-100,,,,,,,,came off,,,,
30,SS08,27,06,SS08@27,14.11.19,24,0.0069,0.0054,0.0069,0,0.046,-100,,,,,,,,came off,,,,
30,SS01,27,01,SS01@27,14.11.19,25,0.0074,0.0078,0.0074,0,0.232,-100,,,,,,,,came off,,,,
30,SS08,27,06,SS08@27,14.11.19,25,0.0054,0.0049,0.0054,0,0.333,-100,,,,,,,,yes,,,,
30,SS01,27,01,SS01@27,14.11.19,26,0.223,0.2701,0.223,0.174,0.2,-13,,,,,,,,no,,,,
30,SS08,27,06,SS08@27,14.11.19,26,0.2328,0.25,0.2328,0.069,0.063,9.523809524,,,,,,,,no,,,,
30,SS01,31,09,SS01@31,14.11.19,1,0.0069,0.0083,0.0069,0,0.089,-100,,,,,,,,came off,,,,
30,SS08,27,03,SS08@27,14.11.19,1,0.0054,0.0059,0.0054,0,0.182,-100,,,,,,,,no,,,,
30,SS01,31,09,SS01@31,14.11.19,2,0.0074,0.0088,0.0074,0,0.125,-100,,,,,,,,came off,,,,
30,SS08,27,03,SS08@27,14.11.19,2,0.2672,0.3015,0.2672,0.114,0.085,34.11764706,,,,,,,,no,,,,
30,SS01,31,09,SS01@31,14.11.19,3,0.0069,0.0083,0.0069,0,0.192,-100,,,,,,,,came off,,,,
30,SS08,27,03,SS08@27,14.11.19,3,0.1926,0.2525,0.1926,0.237,0.145,63.44827586,,,,,,,,no,,,,
30,SS01,31,09,SS01@31,14.11.19,4,0.0044,0.0049,0.0044,0,0.141,-100,,,,,,,,came off,,,,
30,SS08,27,03,SS08@27,14.11.19,4,0.0064,0.0103,0.0064,0,0,,,,,,,,,came off,,,,
30,SS01,31,09,SS01@31,14.11.19,5,0.0059,0.0083,0.0059,0,0.26,-100,,,,,,,,came off,,,,
30,SS08,27,03,SS08@27,14.11.19,5,0.0069,0.0088,0.0069,0,0.109,-100,,,,,,,,came off,,,,
30,SS01,31,09,SS01@31,14.11.19,6,0.1451,0.1882,0.1451,0.229,0.153,49.67320261,,,,,,,,no,,,,
30,SS08,27,03,SS08@27,14.11.19,6,0.0059,0.0118,0.0059,0,0.116,-100,,,,,,,,came off,,,,
30,SS01,31,09,SS01@31,14.11.19,7,0.0064,0.0064,0.0064,0,0.113,-100,,,,,,,,came off,,,,
30,SS08,27,03,SS08@27,14.11.19,7,0.0078,0.0103,0.0078,0,0.24,-100,,,,,,,,no,,,,
30,SS01,31,09,SS01@31,14.11.19,8,0.0069,0.0088,0.0069,0,0.15,-100,,,,,,,,came off,,,,
30,SS08,27,03,SS08@27,14.11.19,8,0.0069,0.0088,0.0069,0,0.099,-100,,,,,,,,came off,,,,
30,SS01,31,09,SS01@31,14.11.19,9,0.0049,0.0093,0.0049,0,0.311,-100,,,,,,,,came off,,,,
30,SS08,27,03,SS08@27,14.11.19,9,0.2402,0.2956,0.2402,0.187,0.115,62.60869565,,,,,,,,no,,,,
30,SS01,31,09,SS01@31,14.11.19,10,0.0074,0.0103,0.0074,0,0.202,-100,,,,,,,,came off,,,,
30,SS08,27,03,SS08@27,14.11.19,10,0.2618,0.3064,0.2618,0.146,0.094,55.31914894,,,,,,,,no,,,,
30,SS08,27,03,SS08@27,14.11.19,11,0.0078,0.0083,0.0078,0,0.162,-100,,,,,,,,came off,,,,
30,SS01,31,09,SS01@31,14.11.19,12,0.0044,0.0083,0.0044,0,0.411,-100,,,,,,,,yes,,,,
30,SS08,27,03,SS08@27,14.11.19,12,0.2578,0.2794,0.2578,0.077,0.021,266.6666667,,,,,,,,no,,,,
30,SS01,31,09,SS01@31,14.11.19,13,0.0064,0.0074,0.0064,0,0.389,-100,,,,,,,,yes,,,,
30,SS08,27,03,SS08@27,14.11.19,13,0.0059,0.0069,0.0059,0,0.125,-100,,,,,,,,came off,,,,
30,SS01,31,09,SS01@31,14.11.19,14,0.0049,0.0054,0.0049,0,0.229,-100,,,,,,,,yes,,,,
30,SS08,27,03,SS08@27,14.11.19,14,0.0093,0.0088,0.0093,0,0.203,-100,,,,,,,,yes,,,,
30,SS01,31,09,SS01@31,14.11.19,15,0.0044,0.0074,0.0044,0,0.133,-100,,,,,,,,came off,,,,
30,SS08,27,03,SS08@27,14.11.19,15,0.0054,0.0088,0.0054,0,0,,,,,,,,,came off,,,,
30,SS01,31,09,SS01@31,14.11.19,16,0.1681,0.2191,0.1681,0.233,0.167,39.52095808,,,,,,,,no,,,,
30,SS08,27,03,SS08@27,14.11.19,16,0.2348,0.2882,0.2348,0.185,0.062,198.3870968,,,,,,,,no,,,,
30,SS01,31,09,SS01@31,14.11.19,17,0.0074,0.0064,0.0074,0,0.263,-100,,,,,,,,no,,,,
30,SS08,27,03,SS08@27,14.11.19,17,0.224,0.3211,0.224,0.302,0.31,-2.580645161,,,,,,,,no,,,,
30,SS01,31,09,SS01@31,14.11.19,18,0.0074,0.0064,0.0074,0,0.128,-100,,,,,,,,came off,,,,
30,SS08,27,03,SS08@27,14.11.19,18,0.2765,0.3113,0.2765,0.112,0.073,53.42465753,,,,,,,,no,,,,
30,SS01,31,09,SS01@31,14.11.19,19,0.0064,0.0069,0.0064,0,0.157,-100,,,,,,,,no,,,,
30,SS08,27,03,SS08@27,14.11.19,19,0.2181,0.2691,0.2181,0.189,0.127,48.81889764,,,,,,,,no,,,,
30,SS01,31,09,SS01@31,14.11.19,20,0.0064,0.0074,0.0064,0,0.163,-100,,,,,,,,yes,,,,
30,SS08,27,03,SS08@27,14.11.19,20,0.0064,0.0078,0.0064,0,0,,,,,,,,,came off,,,,
30,SS01,31,09,SS01@31,14.11.19,21,0.1618,0.2118,0.1618,0.236,0.156,51.28205128,,,,,,,,no,,,,
30,SS08,27,03,SS08@27,14.11.19,21,0.0064,0.0088,0.0064,0,0.096,-100,,,,,,,,came off,,,,
30,SS01,31,09,SS01@31,14.11.19,22,0.0064,0.0078,0.0064,0,0.158,-100,,,,,,,,yes,,,,
30,SS08,27,03,SS08@27,14.11.19,22,0.0064,0.0083,0.0064,0,0.096,-100,,,,,,,,came off,,,,
30,SS01,31,09,SS01@31,14.11.19,23,0.0064,0.0103,0.0064,0,0.296,-100,,,,,,,,yes,,,,
30,SS08,27,03,SS08@27,14.11.19,23,0.2642,0.2936,0.2642,0.1,0.067,49.25373134,,,,,,,,no,,,,
30,SS01,31,09,SS01@31,14.11.19,24,0.1451,0.2005,0.1451,0.276,0.169,63.31360947,,,,,,,,no,,,,
30,SS08,27,03,SS08@27,14.11.19,24,0.0059,0.0074,0.0059,0,0.125,-100,,,,,,,,came off,,,,
30,SS01,31,09,SS01@31,14.11.19,25,0.0113,0.0221,0.0113,0,0.168,-100,,,,,,,,no,,,,
30,SS08,27,03,SS08@27,14.11.19,25,0.0044,0.0078,0.0044,0,0.211,-100,,,,,,,,no,,,,
30,SS01,31,09,SS01@31,14.11.19,26,0.1559,0.199,0.1559,0.217,0.127,70.86614173,,,,,,,,no,,,,
30,SS08,27,03,SS08@27,14.11.19,26,0.0059,0.0069,0.0059,0,0.145,-100,,,,,,,,no,,,,
30,SS01,31,09,SS01@31,14.11.19,27,0.1588,0.2093,0.1588,0.241,0.129,86.82170543,,,,,,,,no,,,,
30,SS08,27,03,SS08@27,14.11.19,27,0.2196,0.2637,0.2196,0.167,0.135,23.7037037,,,,,,,,came off,,,,
30,SS01,31,09,SS01@31,14.11.19,28,0.0044,0.0064,0.0044,0,0.449,-100,,,,,,,,yes,,,,
30,SS08,27,03,SS08@27,14.11.19,28,0.0069,0.0049,0.0069,0,0,,,,,,,,,yes,,,,
30,SS08,31,09,SS08@31,14.11.19,1,0.0029,0.0069,0.0029,0,0.061,-100,,,,,,,,came off,,,,
30,SS08,31,09,SS08@31,14.11.19,2,0.0039,0.0078,0.0039,0,0.314,-100,,,,,,,,came off,,,,
30,SS08,31,09,SS08@31,14.11.19,3,0.0039,0.0064,0.0039,0,0.055,-100,,,,,,,,yes,,,,
30,SS08,31,09,SS08@31,14.11.19,4,0.1137,0.1412,0.1137,0.194,0.055,252.7272727,,,,,,,,no,,,,
30,SS08,31,09,SS08@31,14.11.19,5,0.0029,0.0054,0.0029,0,0.369,-100,,,,,,,,yes,,,,
30,SS08,31,09,SS08@31,14.11.19,6,0.0049,0.0044,0.0049,0,0.087,-100,,,,,,,,yes,,,,
30,SS08,31,09,SS08@31,14.11.19,7,0.1691,0.1995,0.1691,0.152,0.057,166.6666667,,,,,,,,no,,,,
30,SS08,31,09,SS08@31,14.11.19,8,0.0044,0.0054,0.0044,0,0.028,-100,,,,,,,,no,,,,
30,SS08,31,09,SS08@31,14.11.19,9,0.1907,0.224,0.1907,0.149,0.048,210.4166667,,,,,,,,no,,,,
30,SS08,31,09,SS08@31,14.11.19,10,0.0044,0.0059,0.0044,0,0.033,-100,,,,,,,,yes,,,,
30,SS08,31,09,SS08@31,14.11.19,11,0.0039,0.0059,0.0039,0,0.077,-100,,,,,,,,came off,,,,
30,SS08,31,09,SS08@31,14.11.19,12,0.0049,0.0059,0.0049,0,0.146,-100,,,,,,,,came off,,,,
30,SS08,31,09,SS08@31,14.11.19,13,0.0064,0.0064,0.0064,0,0.061,-100,,,,,,,,yes,,,,
30,SS08,31,09,SS08@31,14.11.19,14,0.0049,0.0064,0.0049,0,0.23,-100,,,,,,,,came off,,,,
30,SS08,31,09,SS08@31,14.11.19,15,0.0039,0.0059,0.0039,0,0.164,-100,,,,,,,,yes,,,,
30,SS08,31,09,SS08@31,14.11.19,16,0.0054,0.0074,0.0054,0,0.048,-100,,,,,,,,yes,,,,
30,SS08,31,09,SS08@31,14.11.19,17,0.1809,0.2059,0.1809,0.121,0.083,45.78313253,,,,,,,,no,,,,
30,SS08,31,09,SS08@31,14.11.19,18,0.0054,0.0069,0.0054,0,0.087,-100,,,,,,,,came off,,,,
30,SS08,31,09,SS08@31,14.11.19,19,0.0064,0.0049,0.0064,0,0.324,-100,,,,,,,,yes,,,,
30,SS08,31,09,SS08@31,14.11.19,20,0.2181,0.2495,0.2181,0.126,0.09,40,,,,,,,,no,,,,
30,SS08,31,09,SS08@31,14.11.19,21,0.0069,0.0069,0.0069,0,0.074,-100,,,,,,,,yes,,,,
30,SS08,31,09,SS08@31,14.11.19,22,0.0059,0.0083,0.0059,0,0.087,-100,,,,,,,,came off,,,,
30,SS08,31,09,SS08@31,14.11.19,23,0.0064,0.0069,0.0064,0,0.112,-100,,,,,,,,yes,,,,
30,SS08,31,09,SS08@31,14.11.19,24,0.1745,0.2137,0.1745,0.183,0.151,21.19205298,,,,,,,,no,,,,
30,SS08,31,09,SS08@31,14.11.19,25,0.0074,0.0074,0.0074,0,0.337,-100,,,,,,,,yes,,,,
30,SS08,31,09,SS08@31,14.11.19,26,0.0078,0.0098,0.0078,0,0.093,-100,,,,,,,,yes,,,,
30,SS08,31,09,SS08@31,14.11.19,27,0.1912,0.2279,0.1912,0.161,0.062,159.6774194,,,,,,,,no,,,,
30,SS08,31,09,SS08@31,14.11.19,28,0.0059,0.0054,0.0059,0,0,,,,,,,,,yes,,,,
30,SS08,31,09,SS08@31,14.11.19,29,0.0034,0.0103,0.0034,0,0.305,-100,,,,,,,,no,,,,
30,SS01,31,06,SS01@31,14.11.19,1,0.1848,0.2284,0.1848,0.191,0.106,80.18867925,,,,,,,,no,,,,
30,SS01,31,06,SS01@31,14.11.19,2,0.0059,0.0088,0.0059,0,0.138,-100,,,,,,,,came off,,,,
30,SS01,31,06,SS01@31,14.11.19,3,0.0069,0.0069,0.0069,0,0.119,-100,,,,,,,,came off,,,,
30,SS01,31,06,SS01@31,14.11.19,4,0.0074,0.0069,0.0074,0,0.54,-100,,,,,,,,came off,,,,
30,SS01,31,06,SS01@31,14.11.19,5,0.0064,0.0078,0.0064,0,0.175,-100,,,,,,,,yes,,,,
30,SS01,31,06,SS01@31,14.11.19,6,0.0064,0.0064,0.0064,0,0.193,-100,,,,,,,,yes,,,,
30,SS01,31,06,SS01@31,14.11.19,7,0.0064,0.0064,0.0064,0,0.45,-100,,,,,,,,came off,,,,
30,SS01,31,06,SS01@31,14.11.19,8,0.0059,0.0049,0.0059,0,0.192,-100,,,,,,,,yes,,,,
30,SS01,31,06,SS01@31,14.11.19,9,0.0074,0.0074,0.0074,0,0.15,-100,,,,,,,,yes,,,,
30,SS01,31,06,SS01@31,14.11.19,10,0.0049,0.0083,0.0049,0,0.164,-100,,,,,,,,came off,,,,
30,SS01,31,06,SS01@31,14.11.19,11,0.0059,0.0069,0.0059,0,0.155,-100,,,,,,,,came off,,,,
30,SS01,31,06,SS01@31,14.11.19,12,0.1745,0.2172,0.1745,0.196,0.219,-10.50228311,,,,,,,,no,,,,
30,SS01,31,06,SS01@31,14.11.19,13,0.0049,0.0054,0.0049,0,0.155,-100,,,,,,,,yes,,,,
30,SS01,31,06,SS01@31,14.11.19,14,0.0074,0.0078,0.0074,0,0.132,-100,,,,,,,,yes,,,,
30,SS01,31,06,SS01@31,14.11.19,15,0.0054,0.0069,0.0054,0,0.157,-100,,,,,,,,yes,,,,
30,SS01,31,06,SS01@31,14.11.19,16,0.1632,0.2,0.1632,0.184,0.116,58.62068966,,,,,,,,no,,,,
30,SS01,31,06,SS01@31,14.11.19,17,0.0059,0.0074,0.0059,0,0.147,-100,,,,,,,,came off,,,,
30,SS01,31,06,SS01@31,14.11.19,18,0.1681,0.2152,0.1681,0.219,0.219,0,,,,,,,,no,,,,
30,SS01,31,06,SS01@31,14.11.19,19,0.0064,0.0064,0.0064,0,0.236,-100,,,,,,,,no,,,,
30,SS01,31,06,SS01@31,14.11.19,20,0.0069,0.0059,0.0069,0,0.11,-100,,,,,,,,yes,,,,
30,SS01,31,06,SS01@31,14.11.19,21,0.1686,0.2039,0.1686,0.173,0,,,,,,,,,no,,,,
30,SS01,31,06,SS01@31,14.11.19,22,0.0074,0.0069,0.0074,0,0.177,-100,,,,,,,,came off,,,,
30,SS01,31,06,SS01@31,14.11.19,23,0.1735,0.2245,0.1735,0.227,0.105,116.1904762,,,,,,,,no,,,,
30,SS01,31,06,SS01@31,14.11.19,24,0.0054,0.0064,0.0054,0,0,,,,,,,,,came off,,,,
30,SS01,31,06,SS01@31,14.11.19,25,0.0044,0.0054,0.0044,0,0,,,,,,,,,came off,,,,
30,SS01,31,06,SS01@31,14.11.19,26,0.0049,0.0059,0.0049,0,0.085,-100,,,,,,,,came off,,,,
30,SS01,31,06,SS01@31,14.11.19,27,0.0049,0.0069,0.0049,0,0.239,-100,,,,,,,,came off,,,,
30,SS01,31,06,SS01@31,14.11.19,28,0.0074,0.0054,0.0074,0,0.13,-100,,,,,,,,came off,,,,
30,SS01,31,06,SS01@31,14.11.19,29,0.0049,0.0078,0.0049,0,0,,,,,,,,,came off,,,,
30,SS01,31,06,SS01@31,14.11.19,30,0.0069,0.0093,0.0069,0,0,,,,,,,,,came off,,,,
30,SS08,31,05,SS08@31,14.11.19,1,0.0049,0.0059,0.0049,0,0.147,-100,,,,,,,,yes,,,,
30,SS08,31,05,SS08@31,14.11.19,2,0.0069,0.0069,0.0069,0,0.165,-100,,,,,,,,came off,,,,
30,SS08,31,05,SS08@31,14.11.19,3,0.0059,0.0078,0.0059,0,0.065,-100,,,,,,,,came off,,,,
30,SS08,31,05,SS08@31,14.11.19,4,0.0059,0.0069,0.0059,0,0.149,-100,,,,,,,,yes,,,,
30,SS08,31,05,SS08@31,14.11.19,5,0.0044,0.0069,0.0044,0,0.067,-100,,,,,,,,came off,,,,
30,SS08,31,05,SS08@31,14.11.19,6,0.0039,0.0049,0.0039,0,0.276,-100,,,,,,,,yes,,,,
30,SS08,31,05,SS08@31,14.11.19,7,0.2186,0.2618,0.2186,0.165,0.151,9.271523179,,,,,,,,no,,,,
30,SS08,31,05,SS08@31,14.11.19,8,0.0083,0.0074,0.0083,0,0.085,-100,,,,,,,,yes,,,,
30,SS08,31,05,SS08@31,14.11.19,9,0.2162,0.25,0.2162,0.135,0.105,28.57142857,,,,,,,,no,,,,
30,SS08,31,05,SS08@31,14.11.19,10,0.2049,0.2382,0.2049,0.14,0.089,57.30337079,,,,,,,,no,,,,
30,SS08,31,05,SS08@31,14.11.19,11,0.0069,0.0078,0.0069,0,0.217,-100,,,,,,,,yes,,,,
30,SS08,31,05,SS08@31,14.11.19,12,0.199,0.2275,0.199,0.125,0.075,66.66666667,,,,,,,,no,,,,
30,SS08,31,05,SS08@31,14.11.19,13,0.2118,0.248,0.2118,0.146,0.102,43.1372549,,,,,,,,no,,,,
30,SS08,31,05,SS08@31,14.11.19,14,0.2069,0.2461,0.2069,0.159,0.126,26.19047619,,,,,,,,no,,,,
30,SS08,31,05,SS08@31,14.11.19,15,0.2279,0.2534,0.2279,0.101,0.056,80.35714286,,,,,,,,no,,,,
30,SS08,31,05,SS08@31,14.11.19,16,0.0074,0.0059,0.0074,0,0.074,-100,,,,,,,,came off,,,,
30,SS08,31,05,SS08@31,14.11.19,17,0.0054,0.0093,0.0054,0,0.162,-100,,,,,,,,no,,,,
30,SS08,31,05,SS08@31,14.11.19,18,0.0054,0.0064,0.0054,0,0.139,-100,,,,,,,,no,,,,
30,SS08,31,05,SS08@31,14.11.19,19,0.0083,0.0083,0.0083,0,0.105,-100,,,,,,,,came off,,,,
30,SS08,31,05,SS08@31,14.11.19,20,0.0069,0.0088,0.0069,0,0.067,-100,,,,,,,,yes,,,,
30,SS08,31,05,SS08@31,14.11.19,21,0.0108,0.0088,0.0108,0,0.323,-100,,,,,,,,yes,,,,
30,SS08,31,05,SS08@31,14.11.19,22,0.0108,0.0118,0.0108,0,0.078,-100,,,,,,,,yes,,,,
30,SS08,31,05,SS08@31,14.11.19,23,0.0088,0.0098,0.0088,0,0.077,-100,,,,,,,,yes,,,,
30,SS08,31,05,SS08@31,14.11.19,24,0.0074,0.0118,0.0074,0,0,,,,,,,,,yes,,,,
30,SS08,31,05,SS08@31,14.11.19,25,0.0083,0.0083,0.0083,0,0.112,-100,,,,,,,,no,,,,
30,SS08,31,05,SS08@31,14.11.19,26,0.0083,0.0088,0.0083,0,0.092,-100,,,,,,,,came off,,,,
30,SS08,31,05,SS08@31,14.11.19,27,0.0088,0.0083,0.0088,0,0.088,-100,,,,,,,,yes,,,,
30,SS08,31,05,SS08@31,14.11.19,28,0.0074,0.0093,0.0074,0,0.292,-100,,,,,,,,came off,,,,
30,SS08,31,05,SS08@31,14.11.19,29,0.0088,0.0093,0.0088,0,0.139,-100,,,,,,,,no,,,,
30,SS08,31,05,SS08@31,14.11.19,30,0.0098,0.0118,0.0098,0,0.118,-100,,,,,,,,came off,,,,
30,SS08,31,05,SS08@31,14.11.19,31,0.0074,0.0108,0.0074,0,0.465,-100,,,,,,,,yes,,,,
30,SS08,31,05,SS08@31,14.11.19,32,0.15,0.1824,0.15,0.177,0.109,62.3853211,,,,,,,,no,,,,
30,SS08,31,02,SS08@31,14.11.19,1,0.0088,0.0088,0.0088,0,0.051,-100,,,,,,,,came off,,,,
30,SS08,31,02,SS08@31,14.11.19,2,0.0074,0.0118,0.0074,0,0.08,-100,,,,,,,,yes,,,,
30,SS08,31,02,SS08@31,14.11.19,3,0.0044,0.0103,0.0044,0,0.146,-100,,,,,,,,came off,,,,
30,SS08,31,02,SS08@31,14.11.19,4,0.1588,0.1887,0.1588,0.158,0.089,77.52808989,,,,,,,,no,,,,
30,SS08,31,02,SS08@31,14.11.19,5,0.2132,0.248,0.2132,0.14,0.073,91.78082192,,,,,,,,no,,,,
30,SS08,31,02,SS08@31,14.11.19,6,0.2049,0.2382,0.2049,0.14,0.082,70.73170732,,,,,,,,no,,,,
30,SS08,31,02,SS08@31,14.11.19,7,0.2142,0.2608,0.2142,0.179,0.143,25.17482517,,,,,,,,no,,,,
30,SS08,31,02,SS08@31,14.11.19,8,0.1804,0.2284,0.1804,0.21,0.1,110,,,,,,,,no,,,,
30,SS08,31,02,SS08@31,14.11.19,9,0.0088,0.0093,0.0088,0,0.089,-100,,,,,,,,came off,,,,
30,SS08,31,02,SS08@31,14.11.19,10,0.2088,0.2539,0.2088,0.178,0.094,89.36170213,,,,,,,,no,,,,
30,SS08,31,02,SS08@31,14.11.19,11,0.0059,0.0078,0.0059,0,0.026,-100,,,,,,,,yes,,,,
30,SS08,31,02,SS08@31,14.11.19,12,0.1941,0.2245,0.1941,0.135,0.051,164.7058824,,,,,,,,no,,,,
30,SS08,31,02,SS08@31,14.11.19,13,0.2157,0.2505,0.2157,0.139,0.038,265.7894737,,,,,,,,no,,,,
30,SS08,31,02,SS08@31,14.11.19,14,0.1931,0.2309,0.1931,0.163,0.092,77.17391304,,,,,,,,no,,,,
30,SS08,31,02,SS08@31,14.11.19,15,0.1922,0.2436,0.1922,0.211,0.103,104.8543689,,,,,,,,no,,,,
30,SS08,31,02,SS08@31,14.11.19,16,0.0059,0.0069,0.0059,0,0.078,-100,,,,,,,,yes,,,,
30,SS08,31,02,SS08@31,14.11.19,17,0.1995,0.249,0.1995,0.199,0.16,24.375,,,,,,,,no,,,,
30,SS08,31,02,SS08@31,14.11.19,18,0.0088,0.0123,0.0088,0,0.055,-100,,,,,,,,yes,,,,
30,SS08,31,02,SS08@31,14.11.19,19,0.0059,0.0069,0.0059,0,0.112,-100,,,,,,,,came off,,,,
30,SS08,31,02,SS08@31,14.11.19,20,0.0054,0.0059,0.0054,0,0.07,-100,,,,,,,,yes,,,,
30,SS08,31,02,SS08@31,14.11.19,21,0.2005,0.2475,0.2005,0.19,0.119,59.66386555,,,,,,,,no,,,,
30,SS08,31,02,SS08@31,14.11.19,22,0.1926,0.2485,0.1926,0.225,0.202,11.38613861,,,,,,,,no,,,,
30,SS08,31,02,SS08@31,14.11.19,23,0.0064,0.0054,0.0064,0,0.081,-100,,,,,,,,no,,,,
30,SS08,31,02,SS08@31,14.11.19,24,0.1833,0.2186,0.1833,0.161,0.222,-27.47747748,,,,,,,,no,,,,
30,SS08,31,02,SS08@31,14.11.19,25,0.0039,0.0059,0.0039,0,0.105,-100,,,,,,,,came off,,,,
